user_id,thing_id,amount,total_sum,labels
2471,651,41,11314,0
2472,528,39,11175,0
2473,568,35,10689,0
2474,994,63,18829,2
2475,684,48,14219,2
2476,676,36,7596,0
2477,462,30,6304,1
2478,723,42,11530,0
2479,379,28,8411,1
2480,748,46,12305,0
2481,561,37,7413,1
2482,685,44,11205,0
2483,640,50,14213,2
2484,662,45,12139,0
2485,594,45,11439,0
2486,626,61,14900,2
2487,651,52,10749,0
2488,525,41,12549,0
2489,736,63,15011,2
2490,853,53,16364,2
2491,469,40,12399,0
2492,627,40,12800,0
2493,630,43,13233,0
2494,348,25,7321,1
2495,416,35,9061,1
2496,431,34,10508,1
2497,706,51,13579,2
2498,541,39,10539,0
2499,389,28,7932,1
2500,285,22,5513,1
2501,477,32,7016,1
2502,669,38,10776,0
2503,691,50,13471,2
2504,725,52,13804,2
2505,584,44,8666,0
2506,452,31,11919,1
2507,852,52,15566,2
2508,492,34,9809,1
2509,472,33,6820,1
2510,885,42,13798,2
2511,571,37,12611,0
2512,490,33,9283,1
2513,531,39,13270,0
2514,533,43,10792,0
2515,682,55,17341,2
2516,547,36,12069,0
2517,707,55,12522,2
2518,679,49,14972,2
2519,798,51,14889,2
2520,337,21,7342,1
2521,667,38,10911,0
2522,708,42,11111,0
2523,689,51,15314,2
2524,838,53,14080,2
2525,852,64,17684,2
2526,745,52,12193,2
2527,653,64,15412,2
2528,562,40,10950,0
2529,725,47,10615,0
2530,670,44,14319,0
2531,476,27,8502,1
2532,666,33,10166,0
2533,613,44,13074,0
2534,541,48,12356,0
2535,738,53,14912,2
2536,625,45,12162,0
2537,406,36,9278,1
2538,603,38,10811,0
2539,261,31,7263,1
2540,780,52,18923,2
2541,444,38,11503,0
2542,812,56,15372,2
2543,387,25,9165,1
2544,522,37,9182,1
2545,627,46,14201,0
2546,694,36,11000,0
2547,697,37,10365,0
2548,406,19,7371,1
2549,689,54,13311,2
2550,549,37,9080,1
2551,510,28,11153,1
2552,655,46,15027,2
2553,369,22,7635,1
2554,566,36,10371,0
2555,493,45,12248,0
2556,788,56,17473,2
2557,600,44,11156,0
2558,542,32,10534,1
2559,773,40,11630,0
2560,331,33,8008,1
2561,320,28,7061,1
2562,623,35,9637,0
2563,530,34,9121,1
2564,385,32,7060,1
2565,819,79,18832,2
2566,574,48,12677,0
2567,604,40,9987,0
2568,589,41,12138,0
2569,561,44,10007,0
2570,688,41,11604,0
2571,758,46,10681,0
2572,788,59,15642,2
2573,540,38,11752,0
2574,681,49,11616,0
2575,441,37,9802,1
2576,594,41,13257,0
2577,607,41,10931,0
2578,888,50,14886,2
2579,920,61,13779,2
2580,674,46,13254,0
2581,559,42,11455,0
2582,396,31,6861,1
2583,469,37,11378,0
2584,757,49,13560,2
2585,408,31,10133,1
2586,559,35,11081,0
2587,656,47,12881,0
2588,620,42,11063,0
2589,517,45,11892,0
2590,561,42,12689,0
2591,436,27,7997,1
2592,956,55,18932,2
2593,615,36,8925,0
2594,379,26,6069,1
2595,918,36,13396,2
2596,695,47,13541,0
2597,555,41,12732,0
2598,594,32,11824,0
2599,335,24,7276,1
2600,827,47,12933,2
2601,567,28,6726,1
2602,704,41,13242,0
2603,730,40,12721,0
2604,507,44,12592,0
2605,519,35,9345,1
2606,705,59,15937,2
2607,724,53,11793,2
2608,508,35,9652,1
2609,492,36,10313,1
2610,637,41,13784,0
2611,480,36,8560,1
2612,926,54,15057,2
2613,472,35,9032,1
2614,378,33,5902,1
2615,379,31,8700,1
2616,673,58,14005,2
2617,490,47,10093,0
2618,547,41,12198,0
2619,507,39,11048,0
2620,835,56,15010,2
2621,647,51,14805,2
2622,325,30,7643,1
2623,523,31,9648,1
2624,540,37,8410,1
2625,556,40,10263,0
2626,614,44,11715,0
2627,912,62,17573,2
2628,708,49,16128,2
2629,644,42,11526,0
2630,371,35,10323,1
2631,569,39,9317,0
2632,559,30,8716,1
2633,405,34,9549,1
2634,582,31,9442,1
2635,288,26,6038,1
2636,770,44,14515,2
2637,581,50,12664,0
2638,566,38,10439,0
2639,484,46,12038,0
2640,448,36,8749,1
2641,585,43,12153,0
2642,407,32,9180,1
2643,424,33,9167,1
2644,375,33,7322,1
2645,505,43,10640,0
2646,683,45,11166,0
2647,575,37,11389,0
2648,503,31,8855,1
2649,758,47,11027,0
2650,799,47,12213,2
2651,347,22,6783,1
2652,840,49,10880,2
2653,524,36,8067,1
2654,597,45,11118,0
2655,469,35,10762,1
2656,494,29,13064,0
2657,634,47,14729,0
2658,657,45,13364,0
2659,490,26,7381,1
2660,579,49,11684,0
2661,688,53,12848,2
2662,307,19,5336,1
2663,565,32,11856,0
2664,630,40,13300,0
2665,870,53,16441,2
2666,865,51,13372,2
2667,682,42,10417,0
2668,654,44,14341,0
2669,599,48,12111,0
2670,567,42,9512,0
2671,721,46,11677,0
2672,834,56,13537,2
2673,610,51,9393,0
2674,453,30,9610,1
2675,392,28,7171,1
2676,362,30,9052,1
2677,448,32,8461,1
2678,637,38,10008,0
2679,649,44,11817,0
2680,665,46,11730,0
2681,615,55,12596,0
2682,529,36,10451,0
2683,335,31,7972,1
2684,737,60,14142,2
2685,700,48,12264,0
2686,754,51,12957,2
2687,594,37,9954,0
2688,965,58,13429,2
2689,623,43,8520,0
2690,416,31,9055,1
2691,713,46,12098,0
2692,456,29,7188,1
2693,358,26,6459,1
2694,499,31,9836,1
2695,418,34,9973,1
2696,413,28,5502,1
2697,543,34,9253,1
2698,934,45,12405,2
2699,574,41,7868,1
2700,242,27,8324,1
2701,805,57,17289,2
2702,842,59,13270,2
2703,571,38,9057,0
2704,585,54,12859,0
2705,644,48,13796,0
2706,831,63,19261,2
2707,952,64,16525,2
2708,705,48,13462,2
2709,458,30,7292,1
2710,659,47,10890,0
2711,518,32,8991,1
2712,378,25,8001,1
2713,566,39,11278,0
2714,695,56,14561,2
2715,483,38,10414,1
2716,763,49,15508,2
2717,419,21,5823,1
2718,580,45,11703,0
2719,433,27,7056,1
2720,724,57,14122,2
2721,692,43,13934,0
2722,635,43,10893,0
2723,666,45,12522,0
2724,541,45,10094,0
2725,581,40,11436,0
2726,904,51,15277,2
2727,472,36,14224,0
2728,592,37,11884,0
2729,791,47,12736,2
2730,523,30,9058,1
2731,1005,72,16924,2
2732,791,45,13037,2
2733,705,48,10850,0
2734,700,49,12117,0
2735,492,40,10484,0
2736,410,24,6638,1
2737,267,24,8981,1
2738,694,48,12215,0
2739,562,47,9667,0
2740,347,30,8444,1
2741,672,37,10885,0
2742,564,31,11052,1
2743,590,37,10083,0
2744,804,50,11540,2
2745,969,56,15859,2
2746,813,57,16601,2
2747,813,61,14046,2
2748,753,51,15143,2
2749,690,51,14464,2
2750,568,33,10054,1
2751,650,45,12848,0
2752,838,60,16693,2
2753,699,55,13264,2
2754,668,45,12481,0
2755,777,42,13622,0
2756,693,48,11906,0
2757,730,51,14502,2
2758,526,38,12975,0
2759,320,38,10095,1
2760,786,57,18650,2
2761,280,26,6787,1
2762,789,55,15038,2
2763,390,31,9137,1
2764,466,29,10639,1
2765,532,31,10587,1
2766,645,53,14061,2
2767,680,43,11968,0
2768,445,32,9376,1
2769,764,54,15804,2
2770,847,49,14486,2
2771,350,29,9259,1
2772,760,52,13295,2
2773,487,30,11207,1
2774,678,41,12362,0
2775,647,35,10394,0
2776,712,41,9089,0
2777,801,53,12021,2
2778,888,47,13514,2
2779,844,60,15498,2
2780,722,54,16048,2
2781,595,40,12215,0
2782,477,33,10147,1
2783,666,42,9907,0
2784,455,37,8123,1
2785,491,31,8998,1
2786,658,50,14452,2
2787,655,40,9273,0
2788,318,21,6325,1
2789,752,50,11994,2
2790,556,42,9318,0
2791,451,29,7953,1
2792,574,40,12045,0
2793,760,56,12883,2
2794,589,43,12007,0
2795,591,43,12709,0
2796,593,41,10936,0
2797,769,59,14224,2
2798,375,29,6676,1
2799,729,43,13000,0
2800,331,19,6246,1
2801,830,59,14006,2
2802,781,56,16476,2
2803,824,61,16481,2
2804,555,46,12274,0
2805,607,37,10200,0
2806,636,39,11471,0
2807,403,40,11616,0
2808,648,46,14036,0
2809,690,38,15181,0
2810,491,38,10580,0
2811,690,43,12554,0
2812,487,35,9797,1
2813,783,50,13572,2
2814,566,40,11599,0
2815,709,48,15473,2
2816,677,39,10935,0
2817,615,35,8920,1
2818,363,27,7175,1
2819,367,27,8207,1
2820,725,45,9635,0
2821,478,29,8413,1
2822,758,38,11362,0
2823,510,41,11098,0
2824,629,52,14887,2
2825,670,26,9732,1
2826,864,50,16606,2
2827,227,25,6214,1
2828,563,42,11775,0
2829,707,49,11536,0
2830,214,18,5394,1
2831,484,42,10394,0
2832,566,35,11682,0
2833,453,36,8204,1
2834,530,44,11861,0
2835,744,52,16415,2
2836,513,42,11768,0
2837,810,60,13208,2
2838,891,53,14615,2
2839,672,40,10925,0
2840,444,40,11487,0
2841,504,30,10233,1
2842,407,23,8161,1
2843,713,45,11162,0
2844,579,35,10481,0
2845,443,23,7592,1
2846,603,55,15175,2
2847,666,38,8933,0
2848,545,29,10583,1
2849,418,34,8770,1
2850,634,42,9740,0
2851,336,25,6329,1
2852,384,25,7095,1
2853,617,33,11462,0
2854,679,45,13672,0
2855,926,53,15329,2
2856,628,33,9971,0
2857,464,42,10421,0
2858,386,33,8861,1
2859,597,40,10808,0
2860,530,38,11330,0
2861,517,34,10779,1
2862,759,51,13130,2
2863,467,42,11125,0
2864,541,36,10140,0
2865,494,27,7346,1
2866,906,61,16376,2
2867,629,44,12922,0
2868,623,46,12675,0
2869,213,26,6733,1
2870,669,52,14272,2
2871,703,52,14731,2
2872,797,57,14961,2
2873,511,36,9923,1
2874,338,26,6001,1
2875,662,48,12603,0
2876,477,37,10406,1
2877,688,46,15646,2
2878,537,38,9115,1
2879,445,28,7277,1
2880,1035,65,16201,2
2881,575,35,8643,1
2882,463,33,10653,1
2883,564,45,10325,0
2884,666,48,11167,0
2885,758,52,11956,2
2886,770,62,16626,2
2887,346,25,6755,1
2888,377,39,9791,1
2889,390,26,6527,1
2890,811,57,14709,2
2891,643,41,12134,0
2892,593,36,9208,0
2893,743,51,13984,2
2894,592,44,12728,0
2895,586,38,9748,0
2896,689,58,14931,2
2897,482,30,9477,1
2898,331,21,6271,1
2899,692,48,12469,0
2900,243,22,5795,1
2901,805,56,14699,2
2902,534,45,13537,0
2903,535,38,8094,1
2904,576,39,10871,0
2905,469,39,9686,1
2906,316,26,6298,1
2907,701,54,13642,2
2908,857,48,10097,0
2909,525,44,12044,0
2910,775,44,12820,0
2911,489,37,9365,1
2912,658,46,11398,0
2913,520,36,10596,0
2914,807,57,16471,2
2915,725,47,11261,0
2916,722,56,12964,2
2917,407,27,7263,1
2918,580,40,13491,0
2919,595,35,9450,0
2920,503,30,10072,1
2921,679,47,15462,2
2922,638,43,10037,0
2923,522,40,11490,0
2924,581,44,11361,0
2925,534,32,8697,1
2926,526,38,8977,1
2927,747,49,14163,2
2928,591,43,11585,0
2929,669,39,12687,0
2930,719,62,15406,2
2931,741,59,20205,2
2932,981,63,15568,2
2933,699,60,14002,2
2934,722,47,13610,2
2935,541,36,10813,0
2936,561,31,8741,1
2937,833,69,16057,2
2938,415,37,8759,1
2939,665,43,9954,0
2940,599,45,10860,0
2941,620,38,10126,0
2942,604,35,10207,0
2943,840,58,16093,2
2944,644,24,8381,1
2945,269,28,6034,1
2946,596,39,11162,0
2947,735,50,12359,2
2948,762,46,10725,0
2949,476,45,12593,0
2950,216,21,5420,1
2951,379,27,6078,1
2952,843,50,11135,2
2953,824,65,16245,2
2954,741,44,11659,0
2955,463,34,10522,1
2956,624,50,15028,2
2957,750,51,14713,2
2958,530,37,11437,0
2959,859,44,13040,2
2960,861,61,14324,2
2961,652,50,12799,0
2962,579,41,8272,0
2963,568,30,8232,1
2964,802,45,14423,2
2965,675,48,12360,0
2966,475,30,9332,1
2967,506,37,10546,0
2968,660,35,8268,0
2969,558,33,11076,0
2970,440,23,7344,1
2971,650,40,13063,0
2972,421,34,10212,1
2973,681,39,11942,0
2974,524,42,12887,0
2975,650,42,11037,0
2976,663,54,15414,2
2977,862,61,14826,2
2978,648,39,12076,0
2979,519,34,9022,1
2980,582,53,11779,0
2981,568,42,11023,0
2982,618,29,10305,1
2983,436,37,10280,1
2984,457,34,7381,1
2985,784,45,11992,0
2986,421,39,9390,1
2987,422,33,6009,1
2988,760,45,12356,0
2989,548,44,13141,0
2990,443,38,10795,1
2991,709,53,14499,2
2992,508,42,11903,0
2993,495,30,7814,1
2994,677,31,11997,0
2995,393,28,8203,1
2996,739,45,13986,2
2997,564,43,13601,0
2998,466,33,11415,1
2999,608,40,11551,0
3000,725,61,15812,2
3001,754,52,15393,2
3002,548,39,7740,1
3003,467,32,10217,1
3004,880,63,16737,2
3005,789,50,11391,2
3006,654,37,13789,0
3007,391,37,8834,1
3008,690,36,12971,0
3009,597,46,12809,0
3010,419,34,8200,1
3011,446,31,7965,1
3012,543,42,12569,0
3013,637,41,11015,0
3014,772,48,11734,0
3015,1168,68,18569,2
3016,342,22,5152,1
3017,498,29,8848,1
3018,1056,67,17319,2
3019,623,37,9466,0
3020,873,61,13930,2
3021,440,33,8991,1
3022,834,60,16103,2
3023,646,43,8447,0
3024,769,44,10619,0
3025,824,45,14985,2
3026,611,46,14478,0
3027,327,23,7457,1
3028,516,41,8858,1
3029,465,25,9295,1
3030,510,32,10402,1
3031,618,37,8532,0
3032,628,42,13424,0
3033,591,43,10757,0
3034,592,37,10254,0
3035,724,47,14653,2
3036,451,29,10162,1
3037,628,52,15685,2
3038,986,61,14986,2
3039,660,48,12135,0
3040,417,25,7891,1
3041,639,49,13857,0
3042,489,30,9474,1
3043,504,38,11728,0
3044,809,69,17911,2
3045,381,36,10421,1
3046,999,63,16984,2
3047,570,41,9517,0
3048,622,44,11388,0
3049,479,36,8649,1
3050,669,49,12157,0
3051,597,36,8415,1
3052,667,40,11541,0
3053,466,33,9037,1
3054,741,55,12927,2
3055,661,48,11762,0
3056,704,41,10748,0
3057,411,46,12456,0
3058,442,31,8989,1
3059,526,34,8417,1
3060,361,34,7402,1
3061,612,42,12725,0
3062,831,59,14128,2
3063,495,31,9818,1
3064,589,34,12026,0
3065,282,22,5690,1
3066,471,31,9359,1
3067,353,20,6655,1
3068,700,55,16113,2
3069,440,28,5934,1
3070,417,32,6970,1
3071,813,49,11324,2
3072,509,49,12469,0
3073,688,45,12599,0
3074,311,29,6776,1
3075,640,45,11510,0
3076,450,32,9066,1
3077,473,35,9708,1
3078,667,39,11005,0
3079,632,39,11227,0
3080,528,39,9415,1
3081,849,56,17597,2
3082,661,45,13603,0
3083,707,49,15789,2
3084,719,49,11820,0
3085,932,64,17624,2
3086,380,32,9857,1
3087,375,24,8412,1
3088,605,35,11853,0
3089,769,46,11259,0
3090,624,39,9663,0
3091,667,40,11595,0
3092,527,37,9161,1
3093,691,53,13402,2
3094,562,37,10451,0
3095,470,33,6924,1
3096,596,37,13967,0
3097,543,40,9192,0
3098,588,41,9819,0
3099,635,36,9455,0
3100,437,39,8850,1
3101,539,38,9267,1
3102,440,31,7553,1
3103,921,59,14224,2
3104,479,27,8058,1
3105,380,29,5836,1
3106,397,30,7334,1
3107,509,43,11150,0
3108,295,28,6436,1
3109,560,34,12096,0
3110,756,44,10944,0
3111,777,49,12937,2
3112,801,54,16085,2
3113,471,35,8565,1
3114,491,34,10578,1
3115,498,31,10132,1
3116,510,31,10625,1
3117,455,33,8652,1
3118,803,53,16106,2
3119,622,52,13823,2
3120,462,38,9447,1
3121,443,37,11970,0
3122,482,34,7938,1
3123,723,52,13724,2
3124,480,35,8218,1
3125,487,27,7860,1
3126,625,43,11823,0
3127,855,70,17393,2
3128,763,49,17764,2
3129,639,41,12038,0
3130,620,42,10989,0
3131,563,43,12964,0
3132,426,30,7395,1
3133,771,61,17601,2
3134,559,42,13603,0
3135,696,43,14055,0
3136,432,25,7389,1
3137,537,36,10627,0
3138,542,43,10432,0
3139,494,24,9261,1
3140,745,41,8588,0
3141,372,24,8728,1
3142,665,42,11153,0
3143,509,29,7482,1
3144,687,48,15863,2
3145,768,49,13143,2
3146,688,57,15571,2
3147,345,22,6173,1
3148,597,46,13273,0
3149,750,44,11468,0
3150,573,40,11392,0
3151,533,39,10053,0
3152,916,58,15967,2
3153,640,41,12527,0
3154,521,38,10442,0
3155,715,43,12527,0
3156,595,42,11284,0
3157,714,54,15372,2
3158,607,39,12449,0
3159,599,40,11501,0
3160,592,43,13099,0
3161,590,48,13286,0
3162,572,31,9323,1
3163,901,60,16428,2
3164,541,47,15039,0
3165,660,45,12229,0
3166,362,33,8606,1
3167,576,35,9627,1
3168,304,26,6574,1
3169,377,32,8496,1
3170,448,30,10691,1
3171,444,23,7116,1
3172,688,53,15070,2
3173,576,46,13791,0
3174,839,48,13976,2
3175,453,40,10742,0
3176,666,45,12885,0
3177,732,44,14239,2
3178,403,35,9299,1
3179,403,30,8437,1
3180,500,31,8833,1
3181,798,46,14212,2
3182,634,46,10107,0
3183,438,41,11672,0
3184,667,64,16810,2
3185,675,36,10578,0
3186,707,51,11974,0
3187,382,27,6762,1
3188,404,28,7595,1
3189,631,50,12806,0
3190,453,33,8708,1
3191,643,34,9690,0
3192,550,35,10537,0
3193,623,48,14320,0
3194,302,23,7226,1
3195,831,56,15350,2
3196,590,37,10504,0
3197,840,61,15386,2
3198,450,47,11436,0
3199,421,33,8562,1
3200,587,45,13538,0
3201,631,53,10493,0
3202,386,34,7775,1
3203,640,38,9510,0
3204,544,34,9066,1
3205,674,36,10851,0
3206,631,36,10237,0
3207,529,34,9301,1
3208,661,41,11956,0
3209,579,31,9406,1
3210,612,42,12493,0
3211,830,58,12641,2
3212,486,44,15510,0
3213,611,38,13310,0
3214,812,50,11422,2
3215,654,45,13110,0
3216,570,36,7308,1
3217,574,41,10293,0
3218,413,39,11327,1
3219,713,53,14476,2
3220,615,30,10082,1
3221,582,43,10427,0
3222,919,50,13893,2
3223,663,56,15030,2
3224,763,57,14479,2
3225,749,40,9217,0
3226,386,28,8880,1
3227,418,27,6978,1
3228,435,33,7417,1
3229,575,40,9699,0
3230,576,48,12419,0
3231,594,34,9025,1
3232,563,35,9586,1
3233,675,46,11900,0
3234,602,51,12517,0
3235,426,37,7701,1
3236,577,55,15828,2
3237,580,47,11418,0
3238,586,43,11934,0
3239,551,41,10641,0
3240,513,48,11018,0
3241,763,43,14827,2
3242,818,52,13560,2
3243,846,66,16520,2
3244,779,56,12512,2
3245,746,37,10573,0
3246,785,42,14259,2
3247,675,34,7944,1
3248,754,52,12836,2
3249,308,18,5574,1
3250,565,39,10146,0
3251,546,32,10058,1
3252,605,47,12587,0
3253,775,56,15198,2
3254,653,56,14854,2
3255,480,36,10278,1
3256,720,44,17913,2
3257,611,45,12479,0
3258,555,49,13927,0
3259,529,32,10003,1
3260,640,50,12451,0
3261,653,39,14841,0
3262,589,38,9544,0
3263,392,27,7891,1
3264,741,53,12007,2
3265,545,34,12950,0
3266,588,38,13217,0
3267,665,39,9228,0
3268,718,51,12366,2
3269,483,45,9734,0
3270,606,37,10183,0
3271,706,39,11294,0
3272,650,43,13594,0
3273,488,38,8751,1
3274,772,64,16140,2
3275,584,37,9738,0
3276,534,48,13177,0
3277,691,42,11937,0
3278,387,29,9420,1
3279,436,26,7764,1
3280,625,40,11938,0
3281,357,34,10268,1
3282,312,27,6269,1
3283,847,66,14893,2
3284,467,34,9000,1
3285,552,43,11362,0
3286,687,43,12170,0
3287,1051,65,16280,2
3288,595,39,13090,0
3289,576,41,12439,0
3290,502,31,9133,1
3291,459,39,10833,0
3292,541,39,7214,1
3293,813,47,16102,2
3294,946,56,14088,2
3295,577,38,9598,0
3296,523,33,7450,1
3297,976,62,17996,2
3298,565,36,10384,0
3299,593,38,9142,0
3300,363,24,7823,1
3301,1219,80,22411,2
3302,576,35,13184,0
3303,488,25,6604,1
3304,307,22,9135,1
3305,457,32,8335,1
3306,769,51,15500,2
3307,536,38,11228,0
3308,546,42,9189,0
3309,764,51,13785,2
3310,436,31,8461,1
3311,631,48,15551,2
3312,555,30,8240,1
3313,678,47,12575,0
3314,610,58,12821,2
3315,698,34,9353,0
3316,666,41,13817,0
3317,542,40,12494,0
3318,639,57,15350,2
3319,592,33,8643,1
3320,624,33,11598,0
3321,1065,71,16976,2
3322,644,42,12949,0
3323,651,46,11516,0
3324,440,33,9311,1
3325,793,53,14563,2
3326,543,38,11681,0
3327,773,49,15777,2
3328,448,30,6789,1
3329,596,35,11345,0
3330,481,38,7279,1
3331,752,52,12647,2
3332,593,43,11552,0
3333,629,46,11373,0
3334,326,31,7421,1
3335,727,52,17424,2
3336,578,35,11040,0
3337,648,39,11429,0
3338,391,23,8021,1
3339,773,40,9560,0
3340,299,18,4914,1
3341,315,26,9372,1
3342,687,45,13684,0
3343,600,37,10274,0
3344,617,48,11119,0
3345,479,44,11111,0
3346,675,49,13209,0
3347,584,35,11495,0
3348,483,37,8827,1
3349,456,38,7253,1
3350,517,44,14147,0
3351,586,40,9166,0
3352,641,52,14000,2
3353,429,44,9548,1
3354,619,41,8132,0
3355,453,39,9108,1
3356,676,62,13031,2
3357,523,35,11463,0
3358,784,52,12052,2
3359,825,55,13259,2
3360,615,34,10617,0
3361,527,37,11675,0
3362,629,32,10279,0
3363,598,37,12365,0
3364,740,62,16387,2
3365,782,52,12557,2
3366,538,46,14447,0
3367,581,34,8361,1
3368,432,32,8628,1
3369,546,46,12397,0
3370,593,39,12881,0
3371,446,31,9011,1
3372,698,50,16034,2
3373,702,52,12625,2
3374,480,35,10371,1
3375,409,34,10423,1
3376,497,27,9752,1
3377,476,41,9651,1
3378,688,39,12919,0
3379,756,52,13981,2
3380,733,46,12909,0
3381,456,31,7341,1
3382,496,34,9251,1
3383,669,48,12467,0
3384,377,28,8391,1
3385,528,40,12926,0
3386,707,39,10182,0
3387,531,29,7967,1
3388,948,69,16986,2
3389,511,25,7755,1
3390,852,41,9941,0
3391,434,33,7144,1
3392,432,27,8449,1
3393,818,47,12558,2
3394,525,35,11057,0
3395,555,40,10620,0
3396,303,17,5735,1
3397,493,41,11296,0
3398,584,38,11009,0
3399,612,40,9997,0
3400,515,45,10275,0
3401,506,38,11004,0
3402,642,42,12043,0
3403,529,30,9547,1
3404,609,43,12195,0
3405,587,26,8516,1
3406,650,43,14663,0
3407,510,41,10645,0
3408,745,47,11807,0
3409,498,32,10721,1
3410,392,19,5966,1
3411,964,62,16679,2
3412,440,39,11747,0
3413,402,24,7980,1
3414,389,32,8440,1
3415,577,37,13055,0
3416,698,49,10342,0
3417,470,36,11891,0
3418,506,33,8321,1
3419,508,30,9630,1
3420,554,27,8711,1
3421,724,47,11047,0
3422,667,42,11527,0
3423,389,35,7667,1
3424,573,49,13725,0
3425,584,43,13513,0
3426,783,49,15656,2
3427,868,59,16791,2
3428,516,41,10851,0
3429,690,47,11924,0
3430,677,57,11619,2
3431,868,51,17447,2
3432,409,22,4792,1
3433,712,46,12152,0
3434,725,39,10170,0
3435,576,32,9023,1
3436,486,26,7818,1
3437,435,31,8699,1
3438,535,45,11725,0
3439,388,33,7807,1
3440,424,30,10579,1
3441,627,44,8623,0
3442,593,33,8439,1
3443,739,46,12980,0
3444,509,34,8053,1
3445,951,64,18108,2
3446,406,30,6912,1
3447,731,43,14168,0
3448,645,43,10215,0
3449,889,74,17357,2
3450,568,35,13105,0
3451,482,37,11028,0
3452,607,39,12213,0
3453,898,62,17105,2
3454,520,35,9300,1
3455,700,43,11967,0
3456,485,27,10308,1
3457,931,61,18001,2
3458,340,23,6838,1
3459,659,43,14351,0
3460,434,35,9524,1
3461,408,26,7828,1
3462,485,33,8641,1
3463,837,53,14409,2
3464,815,56,14548,2
3465,647,30,10440,0
3466,594,38,10579,0
3467,638,40,11354,0
3468,723,46,13835,2
3469,631,35,9235,0
3470,636,42,10466,0
3471,521,41,10123,0
3472,752,51,14113,2
3473,793,49,12909,2
3474,595,33,9236,1
3475,564,55,16433,2
3476,403,41,12063,0
3477,738,53,14373,2
3478,555,32,8460,1
3479,474,40,9495,1
3480,643,39,9987,0
3481,652,48,10268,0
3482,742,53,15895,2
3483,698,58,13673,2
3484,457,38,11953,0
3485,716,54,13418,2
3486,518,34,9763,1
3487,712,47,13054,0
3488,570,48,10963,0
3489,524,40,12364,0
3490,501,33,9666,1
3491,576,35,8969,1
3492,593,35,9648,0
3493,861,59,16331,2
3494,644,48,12907,0
3495,491,36,9033,1
3496,837,45,14262,2
3497,667,50,10943,0
3498,555,35,11019,0
3499,474,29,9403,1
3500,495,40,9883,0
3501,385,25,8620,1
3502,630,48,10836,0
3503,406,25,8397,1
3504,960,65,18139,2
3505,621,39,12184,0
3506,730,47,12140,0
3507,632,48,12443,0
3508,648,40,10183,0
3509,309,21,7372,1
3510,497,30,9530,1
3511,495,37,9854,1
3512,687,49,13036,0
3513,990,66,19037,2
3514,538,39,11298,0
3515,706,41,10741,0
3516,525,37,11268,0
3517,726,50,13270,2
3518,600,33,8353,1
3519,453,31,7831,1
3520,308,23,5872,1
3521,556,42,9858,0
3522,654,38,10259,0
3523,605,35,10355,0
3524,566,34,10845,0
3525,767,50,14671,2
3526,853,45,13581,2
3527,635,42,11608,0
3528,727,43,10969,0
3529,755,51,13211,2
3530,640,35,11445,0
3531,693,41,12481,0
3532,696,48,11960,0
3533,786,51,11063,2
3534,584,37,9292,0
3535,706,51,15000,2
3536,835,41,12215,0
3537,631,44,11828,0
3538,651,37,12335,0
3539,764,41,10895,0
3540,593,32,9965,1
3541,642,44,11783,0
3542,578,43,13368,0
3543,709,45,12165,0
3544,483,33,8088,1
3545,543,27,9666,1
3546,500,26,8097,1
3547,524,38,8750,1
3548,683,42,12314,0
3549,704,48,11954,0
3550,780,45,14060,2
3551,502,29,10026,1
3552,473,37,8146,1
3553,546,38,11653,0
3554,468,34,9083,1
3555,544,35,12134,0
3556,578,32,8543,1
3557,685,63,17822,2
3558,687,56,15158,2
3559,544,32,8113,1
3560,687,38,10674,0
3561,504,34,10536,1
3562,699,49,13186,2
3563,444,32,6659,1
3564,685,58,14194,2
3565,611,38,10431,0
3566,524,44,11961,0
3567,659,42,12748,0
3568,495,42,11472,0
3569,570,36,10775,0
3570,359,27,7687,1
3571,596,39,10623,0
3572,699,43,11865,0
3573,396,27,9146,1
3574,657,57,15175,2
3575,379,24,8875,1
3576,814,57,14581,2
3577,617,47,11110,0
3578,567,38,10499,0
3579,616,38,11527,0
3580,443,32,6875,1
3581,739,46,14921,2
3582,522,33,10361,1
3583,655,34,10417,0
3584,475,31,10842,1
3585,314,18,5774,1
3586,483,36,9455,1
3587,614,54,15896,2
3588,534,31,11201,1
3589,536,36,10293,0
3590,843,52,11709,2
3591,432,28,7180,1
3592,859,62,15315,2
3593,375,28,7935,1
3594,485,32,8383,1
3595,531,40,10081,0
3596,920,54,12960,2
3597,588,37,11685,0
3598,639,32,10513,0
3599,435,39,12596,0
3600,744,57,12208,2
3601,352,26,8038,1
3602,562,47,12505,0
3603,756,51,15099,2
3604,603,38,12652,0
3605,708,38,10302,0
3606,696,47,14209,2
3607,652,50,12938,0
3608,369,34,9035,1
3609,750,63,12956,2
3610,667,39,10028,0
3611,452,29,9430,1
3612,648,34,10967,0
3613,792,47,10925,0
3614,623,35,11961,0
3615,586,41,14072,0
3616,486,44,11400,0
3617,477,30,11108,1
3618,732,57,17716,2
3619,722,46,10765,0
3620,710,48,15267,2
3621,647,40,11342,0
3622,623,47,11855,0
3623,742,49,14786,2
3624,615,43,12479,0
3625,630,40,13463,0
3626,632,42,11553,0
3627,677,39,11345,0
3628,861,59,14124,2
3629,404,30,9607,1
3630,552,34,10310,1
3631,372,25,5715,1
3632,418,28,7701,1
3633,562,38,10913,0
3634,478,38,7188,1
